,Plant_ID,Boiler_ID,Fuel,Coal_Consumption,Plant_Boiler,Coal,Share_Selenium,Share_Arsenic,Share_Lead,Share_Mercury,Share_Chloride,Share_Boron,Share_Bromide,Share_Heat
109,113,1,BIT,0,113_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,113,1,SUB,366497,113_1,366497,478.77203656079996,382.35266808675,2699.7423172733997,6.815851909372499,36572.86390395,22475.687271882,155.60091188226,7007422640.0
112,113,2,BIT,0,113_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,113,2,SUB,660171,113_2,660171,862.4120092344,688.7318129302499,4863.0454965162,12.277393187017498,65878.69514985,40485.452655725996,280.28390300118,12622469520.0
115,113,3,BIT,0,113_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,113,3,SUB,758847,113_3,758847,991.3170466007999,791.67680804925,5589.9266794434,14.112499621747498,75725.60772645,46536.828020982,322.17804014525996,14509154640.0
118,113,4,BIT,0,113_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,113,4,SUB,1455369,113_4,1455369,1901.2160538215999,1518.33226520475,10720.7460812718,27.065922988432497,145231.78188915,89251.531415514,617.8952174920199,27826655280.0
140,126,4,BIT,123067,126_4,123067,305.90602972230005,1384.392251298,742.9943897087251,14.737078804140001,48844.4846728125,3170.704833618,1451.378973135,3107441750.0
143,126,4,SUB,0,126_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,127,1,SUB,1338971,127_1,1338971,1445.48634389565,2739.135886961925,4968.10012313715,153.65884243932751,133616.38472985,68387.29509355049,100941.1051913685,21890836879.0
146,130,1,BIT,534497,130_1,534497,1234.4203288941826,5328.216522467062,4695.143153330355,56.705575252080074,188892.35513285868,32260.261279505095,7329.207933521616,13116787838.355618
149,130,2,BIT,238143,130_2,238143,549.9910390214487,2373.965555110456,2091.9022482138357,25.264942192858154,84160.2331320931,14373.430350189397,3265.4992729849523,5844132345.344355
151,130,3,BIT,1450196,130_3,1450196,3349.226325463058,14456.50450426409,12738.851331975797,153.85343305624824,512502.2925184821,87528.46483047272,19885.58968218963,35588437832.264656
154,130,4,BIT,1381916,130_4,1381916,3191.533728391615,13775.844698588753,12139.064290122622,146.60950712549086,488371.99803886557,83407.33666667646,18949.31068024789,33912817064.32223
157,136,1,BIT,1412022,136_1,1412022,3025.41648389752,8740.52153538152,10404.834662616184,119.03541010075205,330632.1888417338,102829.23110300502,6985.612987955348,33894516108.566357
159,136,2,BIT,1660580,136_2,1660580,3557.9800490576945,10279.11410107197,12236.39599386354,139.98919372722725,388833.31856501265,120930.24371081192,8215.28929120006,39860962194.33063
170,160,2,BIT,23369,160_2,23369,27.89174233041079,25.109679279044432,152.11084094052762,0.7087773675149941,2959.5001229279123,1522.016951377845,102.98025984977536,455577388.51069695
172,160,2,SUB,441959,160_2,441959,527.4939684456341,474.87905962973167,2876.749332501804,13.40453320936109,55970.632668453814,28784.675844666053,1947.5823810581055,8615966752.91194
173,160,3,BIT,27323,160_3,27323,32.61098359766417,29.358199620922207,177.84776871145692,0.8287014426210871,3460.243136580913,1779.539953035939,120.40436646306699,532660404.22259283
175,160,3,SUB,572291,160_3,572291,683.0498998679071,614.9190579093508,3725.0915859769566,17.35747821612065,72476.15579830279,37273.16543801525,2521.916893734768,11156782029.533794
177,165,1,SUB,1467896,165_1,1467896,1584.6673469844,3002.8780398738,5446.461721988399,168.45413394414,146481.8556036,74972.077004388,110660.383642356,23998631704.0
179,165,2,SUB,1297016,165_2,1297016,1400.1938173524002,2653.3084522098,4812.4308512364,148.84413268494,129429.6805956,66244.463795748,97778.240522676,21204914584.0
189,207,1,BIT,1023537,207_1,1023537,2605.270345501993,4062.5459809167583,14040.346748060001,81.74722642225316,261847.55056329002,68572.2675612673,3850.251031157325,23569312575.53873
192,207,2,BIT,1290700,207_2,1290700,3285.29641326051,5122.949241277316,17705.149445228697,103.08483732703573,330194.837619,86470.95878441885,4855.241193933155,29721360088.836887
208,298,LIM1,LIG,1597153,298_LIM1,1597153,6087.887563328569,4277.249431953768,7026.552482554119,305.8745679039582,160076.97416047828,131514.10512712854,64947.98421651657,24094899847.750874
211,298,LIM1,SUB,1279382,298_LIM1,1279382,4876.635968217466,3426.24403094248,5628.543269326767,245.01748826449435,128227.91514362181,105347.94026981508,52025.87475520217,19300956863.253056
