,Plant_ID,Boiler_ID,Fuel,Coal_Consumption,Plant_Boiler,Coal,Share_Selenium,Share_Arsenic,Share_Lead,Share_Mercury,Share_Chloride,Share_Boron,Share_Bromide,Share_Heat
1289,1554,3,BIT,501789,1554_3,501789,1478.9763760122871,4291.346462283841,2760.784330063089,40.959650054797,646877.1208703446,10888.299369513283,15958.438872351404,13418145296.455986
1296,1571,1,BIT,320291,1571_1,320291,757.5894890229283,6708.726402600227,2685.8245756342644,55.789110576436016,131165.3729428001,10274.651726151227,4054.1834482572012,7824426419.004126
1299,1571,2,BIT,234226,1571_2,234226,554.0185508050005,4906.032796349073,1964.1199629477917,40.798087407627136,95920.08717978431,7513.762719556583,2964.7888087754304,5721934435.927517
1302,1571,3,BIT,2421,1571_3,2421,5.726430505148472,50.70959415248992,20.30147989675187,0.4216960098958497,991.4464280748415,77.66353668698814,30.64456425010595,59142893.05790355
1306,1571,4,BIT,4003,1571_4,4003,9.468360723713067,83.84572713441436,33.56746139062278,0.6972528408149882,1639.3060931778566,128.41269614126955,50.66922374769687,97789756.67525317
1310,1572,1,BIT,72918,1572_1,72918,360.29398062834167,1206.1053502331185,563.1527311106237,13.23624123411618,37879.78002487723,2855.1924655328266,1076.2496308495683,1788115291.2075713
1312,1572,2,BIT,78903,1572_2,78903,389.8663698060567,1305.1006671801715,609.3754620645319,14.322652048814682,40988.895516921584,3089.5423778482213,1164.586585245392,1934881110.5920484
1314,1572,3,BIT,79727,1572_3,79727,393.9378232199977,1318.7300976169922,615.7392933604418,14.472226403252703,41416.950849493776,3121.8070942639083,1176.7485986826782,1955087465.6752248
1316,1573,1,BIT,731504,1573_1,731504,1981.5424732892752,14896.40045416114,6099.981365136354,128.06881079635588,315091.3900506936,24018.255012398102,9516.279144159585,17880065452.15288
1319,1573,2,BIT,925767,1573_2,925767,2507.773888959722,18852.386260700412,7719.932424782622,162.07960416417407,398769.12620171654,30396.700343487875,12043.484648684338,22628412904.70485
1342,1619,1,BIT,259713,1619_1,259713,946.9289175254589,1894.6646130625325,1592.5655156693729,21.13829786713132,250830.11220207997,5619.387341602678,6247.286425387266,6889147038.0
1345,1619,2,BIT,234714,1619_2,234714,855.7810889253545,1712.2912984346538,1439.2711279174364,19.10360453880191,226686.14568927625,5078.486177037465,5645.946048323906,6226023564.0
1348,1619,3,BIT,510877,1619_3,510877,1862.6876767764954,3726.9623527799813,3132.708385597264,41.580784171244595,493403.6233513995,11053.800722012187,12288.930269730703,13551523302.0
1366,1695,4,BIT,86141,1695_4,86141,56.63972959183005,293.787652521006,244.3997912895146,6.136291498150364,9516.144898612469,4074.588586728704,414.4577634233746,1498573817.5446987
1368,1695,4,SUB,408560,1695_4,408560,268.63779062279383,1393.4117703994873,1159.1690220596936,29.103948810488763,45134.32813383998,19325.453767588948,1965.7406325008292,7107617962.364753
1369,1695,5,BIT,80860,1695_5,80860,53.16734812453277,275.77657077174104,229.41650461069815,5.7600971725477805,8932.743716717987,3824.789973681325,389.04882402588856,1406701557.756055
1371,1695,5,SUB,410000,1695_5,410000,269.5846244256547,1398.322953455526,1163.254599188551,29.206527835080262,45293.40741843155,19393.567761678743,1972.6690310489034,7132669288.646829
1372,1702,1,BIT,19492,1702_1,19492,24.095888395528583,90.42127782144988,99.2500475425087,2.4878338159065057,2009.3634287499133,968.6128195904615,1314.1645671698711,322038263.0305682
1374,1702,1,SUB,534660,1702_1,534660,660.9433454521502,2480.2298584042883,2722.4004934884924,68.24057192758939,55116.26568927912,26568.773349181003,36047.1592182969,8833417695.05046
1375,1702,2,BIT,64300,1702_2,64300,79.48725753296162,298.28073896568986,327.40498958461467,8.206839439913212,6628.466471815073,3195.2495536459405,4335.15194279821,1062336359.1660955
1377,1702,2,SUB,503675,1702_2,503675,622.6398823936927,2336.49379780006,2564.6299864546,64.28584533278828,51922.12830779872,25029.040729900764,33958.12837929842,8321497133.79445
1383,1710,1,SUB,893859,1710_1,893859,946.5219753649639,2880.0147305721457,4248.115995952535,97.82328065329814,96691.03194214618,41768.20052248882,37434.05558134165,15044319341.405386
1384,1710,2,BIT,53556,1710_2,53556,56.71132797526903,172.55749386706609,254.52795158882319,5.861129796386271,5793.290560025217,2502.5622018488502,2242.8797838521887,901387765.4622338
1386,1710,2,SUB,935490,1710_2,935490,990.6057249903731,3014.1498606636355,4445.969703335354,102.37934709876377,101194.36451560965,43713.53189572748,39177.52649555388,15745000386.74033
1388,1710,3,SUB,3129648,1710_3,3129648,3314.0356668747622,10083.729471321152,14873.831029838997,342.5064072186254,338542.09079471586,146242.04178601556,131066.99958498459,52674329998.56877
1389,1720,7,BIT,52,1720_7,52,0.06156308347937747,0.23660180798871,0.24241927617701667,0.00599050742570523,6.503791721649768,2.5262635226391477,2.6789353387745827,880096.2110764637
1391,1720,7,SUB,572654,1720_7,572654,677.9681924384506,2605.5956106147446,2669.6609265360253,65.97092383384235,71623.50662633896,27820.671371026892,29501.981490204227,9692127224.1881
1392,1720,8,BIT,60,1720_8,60,0.0710343270915894,0.2730020861408192,0.2797145494350193,0.0069121239527368036,7.5043750634420405,2.9149194491990165,3.091079237047595,1015495.6281651504
1394,1720,8,SUB,551015,1720_8,551015,652.3496623728688,2507.137408248058,2568.7818742822856,63.47806633028784,68917.05375970861,26769.405671673267,28387.18376336301,9325888725.890339
1395,1723,1,BIT,4191,1723_1,4191,5.311838094476838,19.19853347228504,22.044625231289782,0.5479258923695502,430.25397286073814,207.79867192142893,294.5096855942191,69032124.51965076
1397,1723,1,SUB,369317,1723_1,369317,468.08687891622577,1691.8026214230242,1942.6043561308159,48.28402452690173,37914.6042698662,18311.520429016073,25952.620747936104,6083210959.490303
1398,1723,2,BIT,2262,1723_2,2262,2.866947690218708,10.361985854046472,11.898101234353971,0.295730939761375,232.22011133643278,112.15475921886714,158.95512021334375,37258569.71210929
1400,1723,2,SUB,289269,1723_2,289269,366.6308980556479,1325.1110901919403,1521.5525402123512,37.81865305651334,29696.763654367183,14342.57075352895,20327.492780280165,4764699028.316596
1401,1723,3,BIT,1005,1723_3,1005,1.2737764936648108,4.603800081041868,5.286291662478224,0.13139239366055785,103.17471790146548,49.83003227893965,70.62329611600818,16553873.81108304
1403,1723,3,SUB,433217,1723_3,433217,549.0762500059585,1984.5218504564325,2278.71782601376,56.63822746711034,44474.66842300416,21479.818003766562,30442.997486058415,7135740846.583045
1404,1733,1,BIT,448890,1733_1,448890,708.7067631021624,2964.57464957638,2503.8497113662784,54.41686915761451,124847.36606501974,19323.524932416964,17688.662447249764,8359176696.83234
1406,1733,1,SUB,1698248,1733_1,1698248,2681.191033493108,11215.627368606538,9472.605236535364,205.8707906462174,472324.6000694772,73105.07600843691,66920.03747848475,31624574187.533978
1407,1733,2,BIT,421358,1733_2,421358,665.2392886613669,2782.7468760636334,2350.279816172943,51.079291484582264,117190.03869639464,18138.345292774058,16603.754664724693,7846479036.342714
1409,1733,2,SUB,1489372,1733_2,1489372,2351.4179624740896,9836.161364674803,8307.52222664131,180.54971429752197,414231.03943280224,64113.51773406339,58689.20797163065,27734909922.953453
1410,1733,3,BIT,338234,1733_3,338234,534.0032598433844,2233.7765199153855,1886.6250156480694,41.00255145504819,94071.20678481563,14560.077373056025,13328.225298365029,6298553701.076856
1413,1733,3,SUB,1154788,1733_3,1154788,1823.1773163786675,7626.4902992604175,6441.2564336234755,139.98963554720163,321174.98755483975,49710.563188433516,45504.81215918079,21504326091.87468
1414,1733,4,BIT,507997,1733_4,507997,802.0247934585516,3354.931115108049,2833.5408269841955,61.5821387900392,141286.47868950485,21867.924647670967,20017.7937962876,9459860287.510834
1417,1733,4,SUB,1916753,1733_4,1916753,3026.1663532187376,12658.685542782141,10691.397549088748,232.3591463576045,533096.2227878205,82511.13721576559,75530.30099078467,35693548555.73409
1420,1740,2,BIT,80879,1740_2,80879,148.39252525791227,525.1047199544047,441.7738829478652,9.483535469919138,23925.510572388775,3353.632955788231,3198.0628040562265,1531042666.986632
1423,1740,2,SUB,277971,1740_2,277971,510.00653616472914,1804.7191991795871,1518.3215422656194,32.593724429195376,82228.98526585985,11526.01672069895,10991.341580710856,5262002017.642913
1425,1740,3,BIT,143041,1740_3,143041,262.444085676344,928.6898236501194,781.3125532059694,16.772393293100848,42314.184866097035,5931.168926778328,5656.030632859045,2707771784.1273365
1428,1740,3,SUB,374772,1740_3,374772,687.6119076145636,2433.1970734894367,2047.0639060836231,43.94420745969331,110864.51919825029,15539.852497022302,14818.98135735803,7094448773.994659
1429,1743,1,BIT,11828,1743_1,11828,24.238172162516328,225.86818715549396,103.7499318530694,1.9227833100508163,5099.446871198318,372.57389306466126,133.81196622511843,287783447.1836735
1433,1743,1,SUB,380444,1743_1,380444,779.6133894315491,7264.981112122483,3337.0848050312084,61.84573669335245,164022.14790887496,11983.725242905984,4304.020940019356,9256466501.55102
1435,1743,2,BIT,12189,1743_2,12189,24.977940521551535,232.7618644942776,106.91646257668776,1.9814681912588266,5255.086059607398,383.9451456345245,137.8960142304674,296566827.67346936
1437,1743,2,SUB,350461,1743_2,350461,718.1716312350047,6692.423971821235,3074.0873239058633,56.97164031313147,151095.4726012034,11039.281293315375,3964.818692528003,8526959307.020409
1439,1743,3,BIT,2746,1743_3,2746,5.627157656262245,52.437778316620424,24.086685227302038,0.44639524597561225,1183.8925522751592,86.49711788599593,31.065916406338786,66812085.3877551
1441,1743,3,SUB,365420,1743_3,365420,748.8259106887655,6978.081920050778,3205.300988987877,59.40340523831326,157544.7984167475,11510.479540386246,4134.052138821675,8890922156.734694
1443,1743,4,BIT,7188,1743_4,7188,14.729792146108165,137.26247288414697,63.04992476833469,1.1684956402304083,3098.9874966328634,226.41707333013062,81.3189392311592,174889027.59183675
1445,1743,4,SUB,436497,1743_4,436497,894.4783086254557,8335.372513426753,3828.7566794106547,70.95782435637902,188188.47319390025,13749.356324065391,4938.157069780648,10620274885.469387
1447,1743,6,BIT,75518,1743_6,75518,154.75298320670512,1442.096191884392,662.4101584105591,12.276356950322755,32558.338588024566,2378.765239808682,854.3466406314247,1837405340.244898
1449,1743,6,SUB,512355,1743_6,512355,1049.9280265747425,9783.961365408615,4494.149165926561,83.28945238595587,220893.39716713008,16138.83133083738,5796.350182217665,12465952661.632652
1450,1743,7,BIT,93302,1743_7,93302,191.19630868338677,1781.7005071002616,818.403461426706,15.167359519306835,40225.61650122975,2938.949050618788,1055.5397423686165,2270102400.163265
1452,1743,7,SUB,897970,1743_7,897970,1840.137931753026,17147.688199189965,7876.591672818796,145.97579716996376,387144.9363315822,28285.439529529413,10158.871433139126,21848233181.22449
1453,1745,16,BIT,10723,1745_16,10723,13.672808393939366,63.54363434976753,58.5553586357411,1.3387726874611345,1585.025487402428,490.769065945437,516.1490398786663,189856016.1907688
1456,1745,16,SUB,52036,1745_16,52036,66.3506721614314,308.3611449244151,284.15430774684546,6.496724383542627,7691.726780049683,2381.5778341449927,2504.7404121165973,921323105.3345934
1457,1745,17,BIT,10723,1745_17,10723,13.672808393939366,63.54363434976753,58.5553586357411,1.3387726874611345,1585.025487402428,490.769065945437,516.1490398786663,189856016.1907688
1460,1745,17,SUB,52054,1745_17,52054,66.3736238121906,308.4678114746618,284.25260080433344,6.498971693845182,7694.387458849762,2382.4016561338967,2505.6068378106957,921641804.2333562
1461,1745,18,BIT,10723,1745_18,10723,13.672808393939366,63.54363434976753,58.5553586357411,1.3387726874611345,1585.025487402428,490.769065945437,516.1490398786663,189856016.1907688
1464,1745,18,SUB,52054,1745_18,52054,66.3736238121906,308.4678114746618,284.25260080433344,6.498971693845182,7694.387458849762,2382.4016561338967,2505.6068378106957,921641804.2333562
1465,1745,19,BIT,10723,1745_19,10723,13.672808393939366,63.54363434976753,58.5553586357411,1.3387726874611345,1585.025487402428,490.769065945437,516.1490398786663,189856016.1907688
1468,1745,19,SUB,52052,1745_19,52052,66.3710736287729,308.45595963574556,284.2416793535014,6.498721992700454,7694.091827871975,2382.310120357352,2505.5105682891294,921606393.2446048
1469,1745,9A,BIT,174218,1745_9A,174218,222.14392733146775,1032.4018361603842,951.3566605242509,21.751217016143237,25752.118844005992,7973.589959048972,8385.94175413424,3084615819.14794
1472,1745,9A,SUB,942541,1745_9A,942541,1201.8262143459856,5585.422052006363,5146.9575943196905,117.67678332670943,139322.15871694227,43138.11118019939,45368.98556339438,16688154374.378757
1473,1769,5,BIT,34110,1769_5,34110,27.522347515027516,101.06399809057963,126.36384844772996,2.938893535212428,3697.638895379927,1584.182369306637,604.2168090148839,585113721.7974498
1475,1769,5,SUB,121164,1769_5,121164,97.76363864880663,358.9949652491055,448.8639499654281,10.439404758149477,13134.585726174537,5627.260996618861,2146.271634344163,2078414511.5176256
1476,1769,6,BIT,40251,1769_6,40251,32.47733831214813,119.25907320855822,149.11378668629666,3.4679977627040586,4363.343980590367,1869.390927791306,712.9970911655847,690454776.1966916
1478,1769,6,SUB,133901,1769_6,133901,108.04074625065083,396.73322803654946,496.04941867486036,11.536815692127801,14515.319429207493,6218.8098338472,2371.891965520433,2296901567.352692
1480,1769,7,SUB,275885,1769_7,275885,222.60342551109252,817.4154533339067,1022.0431055116383,23.77005696165584,29906.863285015865,12813.02119484496,4886.964361039908,4732456732.280546
1482,1769,8,SUB,258280,1769_8,258280,208.3984730630697,765.2538676879187,956.8236522157634,22.25322258207757,27998.421984717897,11995.386172515924,4575.113381189218,4430465320.018919
1484,1769,9,SUB,259369,1769_9,259369,209.2771548702777,768.4804491573012,960.8579597783427,22.34705005378224,28116.47325288174,12045.96297111384,4594.403680368849,4449145731.717465
1485,1771,1,BIT,1801,1771_1,1801,5.6350787924393,52.787372818771765,19.148020162116254,0.3049934828767618,1126.1857907015763,64.85460607109759,30.66239064363104,44836695.67004886
1488,1771,2,BIT,1828,1771_2,1828,5.719558041409795,53.57874376053014,19.435080986312336,0.3095658449187788,1143.0691978914388,65.82688500719956,31.12207112524016,45508872.67343105
1494,1825,3,BIT,114487,1825_3,114487,261.4121282639821,695.9668317216856,2480.0369987322133,8.885497816910505,56201.46019623345,13947.475891562965,902.9665697919299,2656001418.461085
1496,1830,3,BIT,14735,1830_3,14735,46.10376791037928,431.88336395591443,156.6607868344159,2.495324247745189,9213.963146023169,530.6122267949046,250.8663665374255,366834375.73468626
1498,1830,3,SUB,7934,1830_3,7934,24.82438375303354,232.54581673744318,84.35335478413678,1.3435970533838024,4961.220468309998,285.7059658901102,135.07796078099312,197520457.2160842
1499,1830,4,BIT,13362,1830_4,13362,41.80784165717597,391.64068606575694,142.06321232992636,2.2628111705715113,8355.410624849785,481.1700423775715,227.49076278745025,332652930.34047353
1501,1830,4,SUB,7196,1830_4,7196,22.51528428117335,210.91501099604753,76.50702558944396,1.2186191575686718,4499.740671787086,259.1303416366565,122.51336095034367,179147619.12363777
1502,1830,5,BIT,11117,1830_5,11117,34.78354854833297,325.83965776029186,118.19463639214125,1.8826277341149145,6951.586582581579,400.3268493572416,189.26918200180245,276762657.28147316
1504,1830,5,SUB,5986,1830_5,5986,18.72936238286599,175.44986879132023,63.642447912508544,1.0137095993893928,3743.113905130281,215.55784116690188,101.91286529304574,149024131.1942879
1506,1831,1,SUB,1519,1831_1,1519,1.986850809873904,7.348404789094342,8.133183770636842,0.2044718953573026,155.21143222609757,76.06999998067104,114.5129646465,24932866.0
1508,1831,3,SUB,10097,1831_3,10097,13.206868089069657,48.84584802862776,54.06238086380526,1.3591525526153287,1031.7115412685366,505.64765622438154,761.1832811295,165732158.0
1510,1831,4,SUB,102738,1831_4,102738,134.38122350548065,497.0114622922808,550.0902134481157,13.829515197642234,10497.76966691561,5145.016233057394,7745.117157242999,1686341532.0
1512,1831,5,SUB,113595,1831_5,113595,148.58217099909552,549.5339315452086,608.2218633479209,15.290971002707563,11607.13801430122,5688.723928771776,8563.594614232501,1864548330.0
1514,1831,6,SUB,101137,1831_6,101137,132.2871167598532,489.26636942372244,541.5179769657,13.614005319783749,10334.179474029512,5064.839755131749,7624.4224525695,1660062718.0
1516,1832,1,SUB,528286,1832_1,528286,690.9976740915373,2555.667789605987,2828.602449937231,71.11233687342195,53980.26773205805,26456.034239492285,39825.935511020994,8671286404.0
1517,1843,2,BIT,6516,1843_2,6516,5.035931752774471,19.897111783405627,21.208690118983142,0.4882474348959839,918.6100296779517,297.06481570579274,14.605912962858815,114669983.07873079
1522,1843,3,SUB,199758,1843_3,199758,154.38423190158426,609.9765585680697,650.1850093290108,14.967975920802937,28161.403055311275,9106.97873783882,447.76672216616805,3515384665.414534
1523,1866,5,BIT,0,1866_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,1866,7,BIT,0,1866_7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,1866,8,BIT,6728,1866_8,6728,6.890897427720001,3.3890712723157903,47.799878835419996,0.2181533934625263,671.3894748,854.0074119455999,113.24102474960004,144569918.4
1539,1891,1,SUB,33920,1891_1,33920,44.36733342391233,164.0934104319158,181.61790223831576,4.5659556882947365,3465.9458730146334,1698.6796572378946,2557.12953312,556762880.0
1542,1891,2,SUB,33357,1891_2,33357,43.63092986501897,161.3698081302304,178.60343057085788,4.490170515756118,3408.41852848317,1670.4851806156973,2514.6866107395,547521798.0
1545,1893,1,SUB,305215,1893_1,305215,322.98827436434243,1257.5199282838328,1358.5448054819306,33.68262851459804,32147.63338714269,14859.490732769505,14517.738243362042,5123812523.474071
1548,1893,2,SUB,309029,1893_2,309029,327.02437114341814,1273.2340347545976,1375.521329860182,34.10353032202781,32549.353727684807,15045.176553108555,14699.153487239908,5187840244.800119
1550,1893,3,SUB,1479559,1893_3,1479559,1565.7166529503206,6095.948520130725,6585.6763063874305,163.27977380675972,155838.7376329717,72032.80719848539,70376.12921255673,24838172872.954384
1552,1893,4,SUB,1973718,1893_4,1973718,2088.6515109081834,8131.938855601821,8785.231185840095,217.81370570442286,207887.43237915734,96091.09752174816,93881.10443527364,33133892522.34063
1554,1897,3,SUB,6731,1897_3,6731,4.164335149553668,22.382748472881897,18.085502564103667,0.4540128096967199,746.9179965852,317.26917320612995,4.017920550630001,117492566.63999999
1557,1897,4,SUB,1714,1897_4,1714,1.0604175377113336,5.6996034589986,4.6053411669697955,0.11561104677167998,190.1972138088,80.79027824622,1.0231341292200002,29918624.159999996
1561,1904,3,SUB,88561,1904_3,88561,115.83771861306307,428.4279634805688,474.1822830226263,11.921155710821644,9049.163692808048,4435.046259570908,6676.3546162335,1453640254.0
1564,1904,4,SUB,143890,1904_4,143890,188.20800726317051,696.0908262691145,770.4304231447895,19.36896709872434,14702.681358139023,7205.867213442237,10847.446005915,2361810460.0
1572,1915,1,SUB,1688878,1915_1,1688878,2209.0511007756545,8170.2167105964945,9042.761777607378,227.33909525164614,172569.56763340827,84577.32022867397,127319.56991853299,27721243492.0
1593,1943,2,SUB,93553,1943_2,93553,57.879371006714344,311.0939337221097,251.3672591560824,6.310245191733359,10381.283514267601,4409.66913697119,55.84437992469001,1633008778.32
1595,1943,3,SUB,88802,1943_3,88802,54.94002227762068,295.2953246009298,238.6018123157828,5.989785399894239,9854.0799186984,4185.72828986046,53.008376279460016,1550077982.8799999
1597,1979,1,BIT,0,1979_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,1979,1,LIG,0,1979_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,1979,1,SUB,31213,1979_1,31213,97.66114067096494,914.8541187075642,331.85294465304537,5.285819867313918,19517.84402285858,1123.990460464836,531.4076619431735,777061511.3543781
1603,1979,2,BIT,0,1979_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,1979,2,LIG,0,1979_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,1979,2,SUB,37241,1979_2,37241,116.52191521889615,1091.5350089638418,395.94193162541444,6.306642029879781,23287.221005839758,1341.060735532341,634.0355857631669,927131251.2205939
1609,1979,3,BIT,0,1979_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,1979,3,LIG,0,1979_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,1979,3,SUB,54997,1979_3,54997,172.07797243075188,1611.9639882920546,584.7216351226583,9.313562786103981,34390.249822995334,1980.4601721777651,936.3350906317468,1369174765.000376
1615,1979,4,BIT,0,1979_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,1979,4,LIG,0,1979_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,1979,4,SUB,0,1979_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,2008,1,BIT,0,2008_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,2008,2,BIT,0,2008_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,2008,3,BIT,0,2008_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,2008,4,BIT,0,2008_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,2018,10,SUB,0,2018_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,2018,11,SUB,0,2018_11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,2018,7,SUB,18731,2018_7,18731,29.759759360530364,111.43462876725972,174.456274527689,1.785994228149303,2607.5439525490942,1228.373564690807,143.99712653976252,325430493.7536232
1644,2018,9,SUB,38369,2018_9,38369,60.96055773339328,228.26518985483895,357.36014080150017,3.658470585652694,5341.35144494988,2516.2279271593384,294.9669397364875,666619113.4927535
1649,2022,3,SUB,24762,2022_3,24762,39.34179495411099,147.31430663258158,230.6276370644725,2.361047946048425,3447.1199270204834,1623.8848010716865,190.361264608275,430212475.91304344
1667,2049,4,BIT,115115,2049_4,115115,265.2799494362235,901.4476931686753,2734.7739666660814,8.02802538559538,56509.74425471375,13081.886832795226,1429.7600553901248,2706913313.0296664
1670,2049,5,BIT,188370,2049_5,188370,434.09446271382023,1475.0962251851051,4475.084672726314,13.13676881279244,92470.4905986225,21406.72390821037,2339.607363365659,4429494512.230363
1689,2062,H1,BIT,0,2062_H1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,2062,H3,BIT,0,2062_H3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,2062,HRSG,BIT,0,2062_HRSG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,2076,1,BIT,35377,2076_1,35377,49.51813858305138,181.40554786352726,276.5110982270651,4.574904080879251,4903.612560421023,1960.2019697548806,2443.17304022257,605108961.2890577
1707,2076,1,SUB,608472,2076_1,608472,851.6946270149091,3120.1118387544493,4755.893969540061,78.6867466404941,84340.41727293158,33714.78680896322,42021.719934712026,10407662037.297552
1710,2079,5A,SUB,2038056,2079_5A,2038056,2532.665706882628,9016.770666878825,10602.859646879831,261.6384168360889,209828.4509480154,100433.14704393025,136856.17006595986,33641408516.126537
1714,2080,1,SUB,268915,2080_1,268915,338.1003342481819,1214.5696689066783,1408.1356727009204,34.89676329236342,27639.63231920454,13299.894464236584,18552.497530036268,4433313481.524833
1716,2080,2,SUB,340267,2080_2,340267,427.8094804441036,1536.8349758468983,1781.7604110701302,44.156023112145554,34973.336445935594,16828.794190217686,23475.085722450774,5609617456.884183
1718,2080,3,SUB,334438,2080_3,334438,420.48081953514475,1510.5079706591735,1751.2376702926588,43.399601070864165,34374.21993406886,16540.505753975624,23072.941892234605,5513520979.246981
1719,2094,1,BIT,3979,2094_1,3979,4.110991502054198,11.953788212313157,18.569414177744957,0.4245013189444972,437.5010992518864,189.78212973298653,153.54837809976394,67179689.49962716
1721,2094,1,SUB,69302,2094_1,69302,71.60088793047501,208.19839926859171,323.4223526881329,7.393513547497246,7619.929927206391,3305.4237634469546,2674.3427240688216,1170064549.309666
1722,2094,2,BIT,4921,2094_2,4921,5.08423955305572,14.783762702385788,22.96559114568558,0.5249989923412592,541.076378340923,234.71170153707632,189.89986645612925,83084004.02806364
1724,2094,2,SUB,56744,2094_2,56744,58.62631359451205,170.4714145060311,264.8159934913193,6.053757939730221,6239.146111070379,2706.458197931286,2189.733392031416,958040789.3859873
1725,2094,3,BIT,37341,2094_3,37341,38.57967672234376,112.18054929278351,174.26501503171008,3.9837405756990374,4105.737257392483,1781.0139498264512,1440.9776292091694,630449053.9345508
1727,2094,3,SUB,1000651,2094_3,1000651,1033.844623654696,3006.174950600496,4669.892653022032,106.75488044813522,110024.1046663733,47726.98615215951,38614.81228798866,16894552268.783968
1732,2098,1,SUB,0,2098_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,2098,2,SUB,0,2098_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,2098,3,SUB,0,2098_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,2098,4,SUB,0,2098_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,2098,5,SUB,78274,2098_5,78274,58.31416770197667,99.69017879724274,316.6355805222273,6.330775001389367,8521.0798428,3380.028337644,343.2752519171325,1347280551.2727273
1751,2098,6,SUB,148449,2098_6,148449,110.594576502935,189.06542852379957,600.5089211352954,12.006505585267778,16160.4847278,6410.325608694001,651.0318607947263,2555158169.4545455
1756,2098,8,SUB,0,2098_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2103,1,SUB,2640799,2103_1,2640799,3250.252251582305,11484.432598361285,13665.501693312239,336.01648791543977,272257.0655213161,129750.57065579803,173366.28929369766,43635231643.467354
1760,2103,2,SUB,2470260,2103_2,2470260,3040.3556374391633,10742.784464257955,12783.003255045724,314.3170265658212,254675.09593675483,121371.4654800277,162170.5437599187,40817331163.6333
1762,2103,3,SUB,2002825,2103_3,2002825,2465.044278559379,8709.980850043088,10364.139197609544,254.84038066101988,206484.19559865398,98404.94739421619,131483.81923601532,33093670823.234745
1764,2103,4,SUB,2404151,2103_4,2404151,2958.989760634509,10455.286493134417,12440.905029681666,305.905286785701,247859.49113512144,118123.32714178835,157830.54210931333,39724979368.31757
1767,2104,1,SUB,159708,2104_1,159708,207.8406341627994,765.9196742601445,852.6663241160561,21.397316797391777,16331.513799842194,7985.064356091622,11906.578762787396,2622946429.1004653
1770,2104,2,SUB,152530,2104_2,152530,198.4993358432376,731.495779265283,814.343642256005,20.435624584279864,15597.501689896124,7626.179441447235,11371.443250732345,2505059351.007426
1771,2104,3,SUB,412755,2104_3,412755,537.1506809544059,1979.4698772086927,2203.6609851135995,55.29998180872244,42207.74149356241,20636.88255002002,30771.782986665115,6778835458.10706
1773,2104,4,SUB,590891,2104_4,590891,768.9731269635253,2833.765636306578,3154.7127064596675,79.16624038700394,60423.67646393765,29543.30817764504,44052.20923010875,9704432078.77879
1774,2107,1,BIT,282165,2107_1,282165,427.3987818575732,1368.4055527379019,2219.164884078748,34.0103581440353,54499.10076397772,18482.701528065238,16762.8986860515,5067262407.518469
1776,2107,1,SUB,1132368,2107_1,1132368,1715.211680451142,5491.604766511483,8905.822130506915,136.48837109792132,218712.5892081014,74173.69186090471,67271.88013866625,20335639777.70763
1777,2107,2,BIT,306462,2107_2,306462,464.2017453817292,1486.237848433232,2410.25537789783,36.93896258408147,59191.9742644557,20074.232012099055,18206.338337939556,5503600276.196286
1779,2107,2,SUB,1055187,2107_2,1055187,1598.304674328663,5117.302819190363,8298.810754474871,127.18546871132202,203805.37145939204,69118.09181611672,62686.70024928189,18949584172.38917
1780,2123,6,BIT,642,2123_6,642,2.008728808853987,18.817042392921415,6.825668486440108,0.10872060855462581,401.44990429228875,23.118632480646674,10.930180340483691,15982875.41375423
