,Plant_ID,Boiler_ID,Fuel,Coal_Consumption,Plant_Boiler,Coal,Share_Selenium,Share_Arsenic,Share_Lead,Share_Mercury,Share_Chloride,Share_Boron,Share_Bromide,Share_Heat
2785,3947,2,SUB,0,3947_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2786,3947,3,BIT,0,3947_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788,3947,3,SUB,0,3947_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,3948,1,BIT,1181195,3948_1,1181195,5668.75918386957,17111.057074456676,8783.809392606188,174.51913941193757,1181624.5666536111,27290.019961829017,24914.1846906682,30577966629.410553
2791,3948,2,BIT,1003262,3948_2,1003262,4814.827929619879,14533.479520852658,7460.632815788138,148.2299034830822,1003626.8575383701,23179.10252493831,21161.1586242146,25971759071.580635
2793,3954,1,BIT,1395229,3954_1,1395229,4160.416577518214,28368.787268780055,10996.64325543908,317.9114782325162,1009386.4100090566,29108.12066857304,36556.30454171122,35540120671.17817
2795,3954,2,BIT,1298939,3954_2,1298939,3873.290584402225,26410.950579526296,10237.72355188774,295.97121162466254,939724.8580919361,27099.259801162098,34033.41649657929,33087363296.275738
2797,3954,3,BIT,1378405,3954_3,1378405,4110.249294226248,28026.70974816519,10864.043140239706,314.07802672757765,997214.9908642478,28757.128091635437,36115.50000882826,35111569522.82051
2801,3982,1,SUB,7392,3982_1,7392,11.744388510652954,43.97655095016731,68.8474070422656,0.7048245867534915,1029.040889287433,484.76522290291206,56.8270118724,128427858.08695652
2805,3982,2,SUB,0,3982_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,3982,5,SUB,0,3982_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,4041,5,SUB,665635,4041_5,665635,851.4301588390296,3098.4442262875546,3519.320402900675,87.76656868634755,68242.70927973262,33098.882111771854,47756.39358932664,10952987780.673769
2833,4041,6,SUB,680141,4041_6,680141,869.9851415008773,3165.967766886422,3596.015981955979,89.67924131528707,69729.90382450836,33820.19692231121,48797.135505552156,11191683222.990435
2835,4041,7,SUB,806242,4041_7,806242,1031.2840432409607,3752.9514972778334,4262.732458893307,106.30614957269107,82658.12106501339,40090.603576373185,57844.3295203015,13266668330.640636
2837,4041,8,SUB,897941,4041_8,897941,1148.5784976121704,4179.798398517015,4747.559971908081,118.39702006773624,92059.35176688783,44650.36138773732,64423.330828447346,14775570396.337309
2838,4042,1,BIT,0,4042_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840,4042,2,BIT,127564,4042_2,127564,399.13003391378504,3738.9052894246533,1356.2454436203209,21.602547834364934,79767.22054694941,4593.62185944114,2171.8029983698775,3175762491.090568
2845,4050,3,SUB,0,4050_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2848,4050,4,SUB,874343,4050_4,874343,1091.0724926424534,3896.9962436829846,4559.266387829431,112.67812664153475,89964.29429723379,43142.246881083694,59284.7139934451,14426009603.903852
2851,4050,5,SUB,1473204,4050_5,1473204,1838.377342130986,6566.1536195506205,7682.03036979294,189.85440139718114,151583.25533098797,72691.53029669137,99890.40661845442,24306770972.61552
2853,4054,1,SUB,306851,4054_1,306851,189.84257985079375,1020.3786586914699,824.4769792449526,20.697412667991117,34050.2947808892,14463.580904393728,183.16787087823005,5356219219.44
2856,4054,2,SUB,289222,4054_2,289222,178.9358699486274,961.7565412009878,777.1096750252848,19.50831865192464,32094.0598437624,13632.628853517057,172.64463192606004,5048497267.679999
2859,4072,5,SUB,380,4072_5,380,0.3798733678775525,1.0965910580989595,1.7622001234168314,0.0399698379308655,40.21904195023986,17.594678283834426,13.870878561220682,6403468.403181729
2861,4072,6,SUB,543,4072_6,543,0.5428190493618711,1.5669709067045656,2.518091228987735,0.05711479472752622,57.47089415521117,25.14186923190024,19.820755417744287,9150219.323493892
2863,4072,7,SUB,77853,4072_7,77853,77.82705607729235,224.6655359109955,361.03306896939625,8.188873137978083,8239.929139347432,3604.7328642930565,2841.8144963860886,1311919014.7181768
2865,4072,8,SUB,179992,4072_8,179992,179.93201902899062,519.414783498284,834.6892753001114,18.932239654874586,19050.27841765151,8333.950878062962,6570.124142082192,3033087065.330226
2868,4078,1,SUB,0,4078_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,4078,2,SUB,7376,4078_2,7376,8.445612895024189,28.07213674604765,36.69800409513124,0.8781488519094373,767.9484389943754,354.65532712571115,404.4432343024632,122774435.57842946
2874,4078,3,SUB,805784,4078_3,805784,922.6328282272467,3066.713480989325,4009.038033051957,95.93252365604582,83893.78592280962,38743.97886559979,44183.01072521367,13412374701.481726
2876,4078,4,SUB,1651117,4078_4,1651117,1890.5497595436082,6283.9455270775425,8214.845231499568,196.57354906699487,171905.1956002001,79389.56612768747,90534.58509921099,27483047417.15696
2877,4125,8,BIT,3204,4125_8,3204,7.807932577482025,36.73254997138417,19.353238556982983,0.3122568084403852,2508.5090061790875,69.28726343047134,83.22123987563187,82097374.84124492
2880,4125,8,SUB,0,4125_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,4125,9,BIT,6063,4125_9,6063,14.775123351208963,69.50981600390206,36.62256097721218,0.5908904586685567,4746.907023865108,131.11381965635073,157.48139118787643,155354676.5488352
2885,4125,9,SUB,0,4125_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2887,4143,1,BIT,0,4143_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2889,4143,1,SUB,855583,4143_1,855583,1119.1018936565795,4139.019232829299,4581.049223194721,115.16963636964255,87423.47782639976,42846.74048285877,64499.8985063505,14043539362.0
2895,4158,BW41,SUB,551250,4158_BW41,551250,721.0345680994005,2666.7598024939143,2951.5586264407893,74.20351041192433,56326.72943689024,27606.048380082237,41557.124266875,9048217500.0
2897,4158,BW42,SUB,577046,4158_BW42,577046,754.7757158884112,2791.5520671018653,3089.67818440481,77.67589817534564,58962.56492451658,28897.886246771763,43501.809214880996,9471633044.0
2899,4158,BW43,SUB,927247,4158_BW43,927247,1212.8383495083262,4485.705263642766,4964.759876084068,124.81629463750677,94746.10592320755,46435.601890768456,69902.43774165449,15219832258.0
2901,4158,BW44,SUB,1554863,4158_BW44,1554863,2033.7595857754889,7521.897771945751,8325.205080423773,209.29939738705832,158875.91385475095,77865.98313360508,117216.5712634305,25521521282.0
2903,4162,1,SUB,647856,4162_1,647856,226.0481712923077,684.0217663305232,977.4322926679386,25.954851027782773,88942.42046447999,49495.50758616371,2841.21076738158,12792664246.153847
2905,4162,2,SUB,886642,4162_2,886642,309.36473952692313,936.1377018084694,1337.6931337144156,35.52125939248131,121724.71284585999,67738.50336681509,3888.4208793508724,17507769338.46154
2907,4162,3,SUB,1112626,4162_3,1112626,388.21446838846157,1174.7369813434848,1678.639361311708,44.57478526036316,152749.45282858,85003.43999833756,4879.487063897993,21970084169.23077
2914,4259,1,BIT,98857,4259_1,98857,255.20819842390168,2530.176940351644,948.341682173663,18.475556668761815,80364.12450909875,4148.83620297431,1963.4068695984743,2411349362.0391607
2922,4271,B1,SUB,964750,4271_B1,964750,1261.8922441249829,4667.132008083454,5165.562240106578,129.86455631728614,98578.16276506097,48313.71460260197,72729.67915912501,15835406500.0
2936,4941,1,BIT,2441543,4941_1,2441543,3146.863483155941,5197.612895414964,7126.541092418962,111.02342572105687,358293.0857119556,66807.86191144894,12246.354529909695,53460635913.75
2938,4941,2,BIT,2210254,4941_2,2210254,2848.7590024420424,4705.239552423409,6451.439092280324,100.50610240887374,324351.74226593296,60479.10850688588,11086.249181419711,48396274147.5
2940,4941,3,BIT,1892679,4941_3,1892679,2439.441955532261,4029.1785879999243,5524.479670543762,86.06512618057687,277748.0466951508,51789.31408322494,9493.348282342335,41442572553.75
2943,6002,1,SUB,2883699,6002_1,2883699,3448.029836941,11900.250859911079,14687.188430028593,357.26708899138845,298500.09449961677,140445.49550688817,176552.38156864632,47792267370.76714
2945,6002,2,SUB,2719300,6002_2,2719300,3251.458468998901,11221.82036452355,13849.875280941858,336.89937649327567,281482.6744999418,132438.73092575924,166487.1719273128,45067641477.60467
2947,6002,3,SUB,2243896,6002_3,2243896,2683.0193993868857,9259.955807992108,11428.558725923698,278.00064844473036,232272.21982852998,109285.01399970119,137380.90653440572,37188651653.37815
2949,6002,4,SUB,2354106,6002_4,2354106,2814.7971502302526,9714.76286215095,11989.87772519285,291.6547801269,243680.37838280445,114652.59850134791,144128.43391943464,39015189647.43795
2950,6004,1,BIT,1409860,6004_1,1409860,4612.318583285112,28092.618103979297,9560.410599244242,232.5332999900048,1014314.3997389721,73450.3918277993,18604.132051926197,34443743613.50036
2952,6004,2,BIT,1533466,6004_2,1533466,5016.692245071063,30555.569144054534,10398.59603079786,252.9200838398654,1103241.9143107277,79889.97386592149,20235.203467818832,37463513926.21958
2955,6009,1,SUB,1798850,6009_1,1798850,2334.2410544620043,8584.139163847352,9588.21239187189,240.36219169343738,184027.90259896457,89856.09599953321,133257.60716225317,29552775372.01676
2957,6009,2,SUB,1944792,6009_2,1944792,2523.6197174802073,9280.576575443767,10366.11098980644,259.862949944611,198958.21927967618,97146.18598055656,144068.8930974193,31950413387.050182
2960,6016,1,BIT,84919,6016_1,84919,111.07398546654512,410.80920756096276,454.6819174580053,11.430907756317827,8677.02410349439,4252.658544014881,6401.7948945465,1393860466.0
2962,6016,1,SUB,1168540,6016_1,1168540,1528.4494044569135,5652.9986387414765,6256.715314904526,157.29663502358287,119401.42660532195,58519.31387584815,88092.81086769,19180415560.0
2963,6017,1,BIT,0,6017_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,6017,1,SUB,1561692,6017_1,1561692,1541.8534795631135,4384.384681646891,7197.223355331389,162.4210481651234,165518.116876727,72072.47156723673,54569.103406851,26343829345.954044
2966,6017,2,BIT,0,6017_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,6017,2,SUB,1359956,6017_2,1359956,1342.6801767907716,3818.0193367922616,6267.501585090437,141.4398479203637,144136.843984093,62762.30533465818,47519.98447374223,22940790361.996014
2969,6018,2,BIT,1860245,6018_2,1860245,5610.366736631292,36292.945768627585,38442.99398625323,234.48320783827822,1525700.9871002897,109911.10767147141,26831.028170840633,44161034647.12063
2971,6019,1,BIT,2363173,6019_1,2363173,6554.534221545365,33098.40523941946,22215.38077129294,298.0858097703594,1671497.9166913785,122174.57459326746,31079.617157042685,57667414855.028885
2976,6021,C1,SUB,1503071,6021_C1,1503071,1290.8189398089607,2251.1876252862467,6151.229586004718,67.7663214346276,190119.7059959657,73059.17390541694,1854.4463125836,28482704651.30612
2979,6021,C2,SUB,1294257,6021_C2,1294257,1111.4920376883902,1938.4415921404254,5296.670583288287,58.351891481518045,163707.34338113142,62909.43491112743,1596.8175297012,24525747535.469387
2982,6021,C3,SUB,1200026,6021_C3,1200026,1030.5676106206479,1797.3094293095623,4911.035762898025,54.103463938769636,151788.29896093713,58329.18619614235,1480.5579980616,22740100854.77551
2984,6030,1,LIG,3439201,6030_1,3439201,2394.0735230812897,27320.726086596656,15308.7585837344,258.751299975076,343199.07151035,347879.0588491275,8059.978194561249,41029667930.0
2986,6030,2,LIG,3446814,6030_2,3446814,2399.3730335580603,27381.203124053107,15342.6459834816,259.324070699064,343958.77544490003,348649.122382785,8077.819726357498,41120491020.0
2987,6031,2,BIT,1605479,6031_2,1605479,3860.4919474546077,21017.664512048254,45071.241160090496,156.33649692506657,1054185.292062218,132794.92024480298,16803.52595939497,37931358988.15751
2990,6034,1,SUB,2205839,6034_1,2205839,3504.630709949973,13122.996641148013,20544.682833158022,210.3259688338386,307075.01707046834,144658.2838910899,16957.689264286117,38324023005.23188
2992,6034,2,SUB,1867389,6034_2,1867389,2966.902315546497,11109.48694565503,17392.436497463383,178.05488098390364,259959.36650508252,122462.8307401848,14355.808559711739,32443827040.73913
2997,6041,1,BIT,450572,6041_1,450572,1460.6102950445797,7714.612956211698,6428.888295331778,59.7200451620673,328302.6975043785,36343.23063121215,5762.866444548396,10504312579.477524
2999,6041,2,BIT,1144249,6041_2,1144249,3709.28923567036,19591.6261119916,16326.467252836597,151.66189189885378,833740.2974811742,92295.36080034683,14635.073121072897,26676200839.720573
3001,6041,3,BIT,443617,6041_3,443617,1438.064409809734,7595.530693864165,6329.652394978376,58.7982104406417,323235.03848175186,35782.23889395355,5673.911214037325,10342168695.724726
3006,6041,4,BIT,607763,6041_4,607763,1970.1732347930608,10406.009059830814,8671.733789573535,80.5545702081654,442837.62049872964,49022.28917490965,7773.356974996375,14168950858.555344
3053,6052,1,BIT,795314,6052_1,795314,1838.3419253795967,6428.704883188157,18417.426899576287,54.873903171354144,390418.1969525554,90846.71115935853,10054.959670617814,18643414872.076553
3055,6052,2,BIT,1071256,6052_2,1071256,2476.172703629567,8659.20715383435,24807.53396863691,73.91294258083241,525877.6231709823,122366.8694499654,13543.626639173155,25111930686.749184
3058,6055,2B1,SUB,1982403,6055_2B1,1982403,2592.9815708008273,9590.190716994726,10614.3830852283,266.8503612718912,202561.95449592656,99276.75850670325,149447.56066762048,32539162842.0
3061,6055,2B2,SUB,438666,6055_2B2,438666,573.7747843081935,2122.116744708926,2348.749961771021,59.048629656883804,44822.89541072634,21967.954319632023,33069.745983951,7200263724.0
3064,6055,2B3,SUB,1663060,6055_2B3,1663060,2175.2811770038807,8045.318017479419,8904.524425013367,223.8637460782855,169931.48418560487,83284.3806239992,125373.22645491001,27297466840.0
3077,6061,1,BIT,42711,6061_1,42711,162.77869948203252,971.481869996754,256.59074531413825,4.684137239231749,51594.16544025674,852.8427169790814,732.4360142889134,1132868483.5955055
3079,6061,2,BIT,73813,6061_2,73813,281.313576007756,1678.9115513584416,443.43922370987536,8.0951095043294,89164.85527479269,1473.8797843266827,1265.7933441667853,1957819329.438202
3082,6064,N1,SUB,836674,6064_N1,836674,1094.3689364716515,4047.5439292368133,4479.804738718769,112.624304526778,85491.35605420536,41899.796684547706,63074.404333538994,13733167036.0
3084,6065,1,SUB,2145267,6065_1,2145267,2481.1515857365307,8321.57591963326,10731.053046483297,257.7707272341928,223059.0917291067,103453.18968162121,120756.8084130014,35673076438.33241
3086,6065,2,SUB,2976560,6065_2,2976560,3442.6001817209362,11546.194492034594,14889.346293976612,357.65712885911586,309494.70162790455,143541.39893949166,167550.18636365706,49496427439.23378
3088,6068,1,SUB,2594797,6068_1,2594797,3393.9924429943226,12552.744372302588,13893.325114218014,349.2844375625034,265136.37834495143,129944.83722175464,195614.15215657948,42590997958.0
3090,6068,2,SUB,2388833,6068_2,2388833,3124.591692365706,11556.360669879265,12790.531788256563,321.55971771038264,244090.97516719243,119630.36620396732,180087.12895022548,39210304862.0
3092,6068,3,SUB,2580938,6068_3,2580938,3375.8648818527545,12485.699249213676,13819.11985162601,347.4188839102606,263720.2656134034,129250.79237005475,194569.362704943,42363516332.0
3093,6071,1,BIT,1357951,6071_1,1357951,3243.4454913096583,22455.113323280148,32476.177204169526,142.93358393236983,823750.1969898158,109037.60770048307,29504.67457559272,29677486976.916397
3098,6071,2,BIT,1643757,6071_2,1643757,3926.0888135571095,27181.20882928398,39311.39165742659,173.01661041077358,997123.7198937138,131986.59665991113,35714.48113102208,35923665110.68158
3100,6071,2,SUB,682405,6071_2,682405,1629.9140547023915,11284.266963515613,16320.107062045172,71.82777017975526,413955.4764323862,54794.177906896606,14826.851229357575,14913693867.07078
3101,6073,1,BIT,315483,6073_1,315483,338.34753321101886,1000.8201530255745,1578.3048684886342,29.82552282973418,70082.10105672386,23704.6110787654,12657.503127130552,6357409937.016985
3103,6073,1,SUB,239599,6073_1,239599,256.96386369416706,760.090108959198,1198.6708259557827,22.651507195257683,53225.05913500879,18002.87530504373,9612.958833779801,4828244512.380485
3104,6073,2,BIT,404052,6073_2,404052,433.33554419407255,1281.7913626733912,2021.3996910216067,38.19876871463678,89757.0173231882,30359.46632812962,16210.982694862649,8142195300.132135
3106,6073,2,SUB,318300,6073_2,318300,341.3686944179791,1009.7566420632502,1592.3978142718697,30.091839866821317,70707.87575354363,23916.27348025417,12770.524070601758,6414176304.119417
3116,6076,1,SUB,1206932,6076_1,1206932,743.1132822735183,6894.527666966918,5576.06341098854,113.15779460616655,125528.28070074,69529.25664235094,864.4319237685902,20687243611.377777
3119,6076,2,SUB,1074830,6076_2,1074830,661.7775062605397,6139.902805034628,4965.748058741347,100.77236528366635,111788.8679275853,61919.08982187734,769.8174914777252,18422968361.777775
3122,6076,3,SUB,3455534,6076_3,3455534,2127.587314569288,19739.533600190287,15964.674648469734,323.9789869078168,359396.5873163947,199067.31309002455,2474.9313990082055,59229081394.311104
3125,6076,4,SUB,3596328,6076_4,3596328,2214.2747927904447,20543.81099804115,16615.14731129309,337.17934826519286,374040.0210417247,207178.2109365504,2575.7712377688604,61642340614.399994
3128,6077,1,SUB,2427103,6077_1,2427103,3174.648822381423,11741.497899160793,12995.440901424616,326.71122490941093,248001.40407521924,121546.88950828611,182972.19225307048,39838468642.0
3130,6077,2,SUB,2759927,6077_2,2759927,3609.982353616099,13351.587086471876,14777.480898316278,371.51251134811986,282009.36307404656,138214.3823809437,208062.8196036345,45301441778.0
3140,6082,1,BIT,247955,6082_1,247955,508.1143032259669,4734.963336670654,2174.9504863567654,40.308060166017086,106901.70349577097,7810.412551136969,2805.1526957515416,6032917200.408163
3144,6085,14,BIT,78953,6085_14,78953,147.19249409785064,570.321168154337,1540.8990477128098,8.284831922717565,25412.632070919957,6334.739398912884,2916.355719779691,1624507993.8531284
3146,6085,14,SUB,236667,6085_14,236667,441.2195356814309,1709.5765823158397,4618.9499439546,24.83434849408886,76176.0970999001,18988.813209409593,8741.975088129648,4869573459.922211
3147,6085,15,BIT,0,6085_15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3149,6085,15,SUB,1244050,6085_15,1244050,2319.2889729640556,8986.460922857941,24279.703878346878,130.54279322453593,400422.84558950225,99815.49211831816,45952.558271274356,25597116889.199707
3150,6085,17,BIT,654118,6085_17,654118,1219.4756355591028,4725.055943039259,12766.200186082959,68.6390344587814,210541.2088833359,52482.70573807326,24161.726225866678,13458892251.380196
3152,6085,18,BIT,928005,6085_18,928005,1730.084613444402,6703.493162426577,18111.560305152765,97.37901597711947,298697.3215074041,74457.83992866834,34278.52886823999,19094290791.17541
3154,6089,B1,LIG,220721,6089_B1,220721,104.8896524583425,1597.5398228383249,1021.7694793360282,16.48790391627343,26440.64087975421,20727.16026671014,3935.4393539892417,2876751387.7142854
3157,6090,1,SUB,1936525,6090_1,1936525,1797.1945292209684,7753.981950231767,7521.553430411844,188.98980160365457,207253.22717527775,93837.3652992663,66158.02329892805,32897753398.061848
3159,6090,2,SUB,2448242,6090_2,2448242,2272.094152468469,9802.93271597285,9509.086127769253,238.92940698298992,262018.85098620277,118633.41753657006,83639.94850436437,41590819418.68952
3161,6090,3,SUB,2919315,6090_3,2919315,2709.2740589833393,11689.142054474305,11338.75563326203,284.90247358984413,312434.6212371108,141460.00081518578,99733.34182977762,49593423767.450935
3162,6094,1,BIT,1725927,6094_1,1725927,5558.826036110265,26802.67124335927,12664.975947135657,257.9049938222998,1566266.586947619,36000.26828995164,37007.60132893461,45160878368.16289
3164,6094,1,SUB,0,6094_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3165,6094,2,BIT,1883313,6094_2,1883313,6065.7312496675295,29246.78690775721,13819.885688055112,281.4231584710459,1709093.2725799417,39283.10599113038,40382.29698104255,49279065291.9735
3167,6094,2,SUB,0,6094_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,6094,3,BIT,2040380,6094_3,2040380,6571.6090353524,31685.948682374972,14972.454584125895,304.893655001135,1851630.4679608017,42559.28982711988,43750.1525843976,53388905211.42099
3170,6094,3,SUB,0,6094_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,6095,1,SUB,1800179,6095_1,1800179,2048.583028242981,6771.210498086177,8927.076127962357,213.11336940368074,187574.78675739348,86401.9134896158,97113.35173101405,29982133656.884422
3174,6095,2,SUB,1557240,6095_2,1557240,1772.12123622212,5857.417421289614,7722.34318337682,184.35314675384382,162261.06455529336,74741.7427725628,84007.64360077765,25935964043.490505
3177,6096,1,SUB,2856883,6096_1,2856883,3736.8007256517367,13820.627201502444,15296.612541282615,384.56371416988594,291916.3279344241,143069.84183988112,215372.0487019005,46892877562.0
3180,6096,2,SUB,2261655,6096_2,2261655,2958.242968008798,10941.116809268706,12109.582449492867,304.44034528921674,231095.9261035646,113261.41922731043,170499.5517166425,37122805170.0
3183,6098,1,SUB,989978,6098_1,989978,1294.8904483590175,4789.176482092192,5300.640554896326,133.26048586045536,101155.96000811561,49577.10759767266,74631.544249383,16249498892.0
3186,6101,BW91,SUB,1928331,6101_BW91,1928331,2522.2554371658694,9328.608792204794,10324.865301919626,259.57175407915906,197036.8771007129,96568.8868549884,145371.2308293285,31651625034.0
3188,6106,1SG,SUB,1400657,6106_1SG,1400657,1832.058258594834,6775.901650216269,7499.539684416648,188.54179824586794,143119.14353358073,70143.50096308543,105591.43220728949,22990383998.0
3195,6113,1,BIT,1655428,6113_1,1655428,4347.8041632561335,35430.4500635493,34402.08327377231,120.22597396009976,812646.596117728,173698.74458521022,4124.132332775577,34735086167.260864
3197,6113,2,BIT,1553608,6113_2,1553608,4080.3848493972773,33251.23814646768,32286.1228581363,112.83126475582306,762663.343196606,163015.0989215715,3870.4703467978056,32598643825.1291
3199,6113,3,BIT,1070143,6113_3,1070143,2810.615859269874,22903.834006889363,22239.051532802707,77.7194685915564,525331.2534940896,112286.66884132117,2666.0243435494954,22454319557.41418
3201,6113,4,BIT,1468322,6113_4,1468322,3856.390313925204,31425.89668545587,30513.76182879105,106.63734244983267,720796.6008215245,154066.31278850246,3657.999161017997,30809126818.734978
3203,6113,5,BIT,953907,6113_5,953907,2505.334466953059,20416.082323586485,19823.506700040307,69.2777928984872,468271.21237702493,100090.39858637411,2376.4480854262174,20015392901.747047
3206,6124,1,SUB,87663,6124_1,87663,81.07593208648214,211.46050726131918,391.27737507491145,8.594876105560097,9356.050172466683,3978.616637574246,2372.870784070384,1486529011.24301
3208,6136,1,SUB,1427815,6136_1,1427815,1867.5809013167268,6907.2828070709265,7644.951800837289,192.19752420644306,145894.14819216952,71503.54642686098,107638.7943494025,23436155410.0
3209,6137,1,BIT,628508,6137_1,628508,1701.1354653823219,5015.604324373093,8421.097978054833,69.25364232432706,308533.43475690944,47111.97413217273,1725.8018898695577,14906328432.046772
3211,6137,2,BIT,523647,6137_2,523647,1417.3160612769555,4178.7951110327895,7016.112273693381,57.69928472224203,257057.360463433,39251.75800210951,1437.8671110384025,12419339394.973486
3214,6138,1,SUB,1870426,6138_1,1870426,2446.51574253404,9048.484118529674,10014.824481485968,251.77718850926797,191120.14373464827,93669.06239884571,141005.942338311,30701172364.0
3216,6139,1,SUB,1316293,6139_1,1316293,1721.71021269345,6367.7773436809475,7047.829404215194,177.18559878574715,134498.82933455342,65918.6362636981,99231.4771385355,21605633302.0
3218,6139,2,SUB,1397312,6139_2,1397312,1827.6830012156183,6759.719679169844,7481.629546356884,188.09152932554525,142777.35140665754,69975.9867103301,105339.262446432,22935479168.0
3220,6139,3,SUB,1250227,6139_3,1250227,1635.2959364557087,6048.1725307801535,6694.092130356805,168.2924847379028,127748.20492280269,62610.11709403187,94250.9547406845,20521225978.0
3222,6146,1,LIG,2762435,6146_1,2762435,17854.133470030956,12641.373681133833,15704.017348183115,700.3250300443896,288709.3465865999,316824.66435092554,34790.64683615869,38327971812.17072
3223,6146,1,SUB,470837,6146_1,470837,3043.107490539674,2154.630411178547,2676.6357999976444,119.36531942688616,49208.41309163652,54000.46498433329,5929.813293125974,6532724666.508723
3225,6146,2,LIG,2238547,6146_2,2238547,14468.147455754572,10243.972846340674,12725.794787107485,567.5103649609051,233956.4339698105,256739.76108352642,28192.698870070257,31059180149.476578
3226,6146,2,SUB,485932,6146_2,485932,3140.669295516123,2223.7077055643754,2762.448549210141,123.19216289235051,50786.03123893219,55731.715967026896,6119.922676330219,6742163344.524574
3228,6146,3,LIG,1933581,6146_3,1933581,12497.095225449983,8848.396419731302,10992.11006525665,490.19621164597925,202083.6353008358,221763.1007862002,24351.897402149396,26827866742.40258
3229,6146,3,SUB,291124,6146_3,291124,1881.5887984076699,1332.2330739171803,1654.9950845802564,73.8049670115832,30426.13484685696,33389.11633558757,3666.4726118550707,4039259734.9245825
3231,6147,1,LIG,264290,6147_1,264290,630.920682058249,1264.0771996617013,1433.3768914700604,42.15496104513057,27134.2151408242,16810.23807257246,16449.804508493642,4197560318.435414
3232,6147,1,SUB,830678,6147_1,830678,1983.018390142579,3973.064134324351,4505.182373349604,132.49536013866194,85284.3299585666,52835.502446737846,51702.63993910659,13193162852.159721
3234,6147,2,LIG,238668,6147_2,238668,569.7551074406075,1141.5292939152405,1294.415967056553,38.068183596500894,24503.646975785046,15180.543722065624,14855.052943483146,3790621385.903149
3235,6147,2,SUB,627812,6147_2,627812,1498.7308458297832,3002.772843747444,3404.9385636520547,100.13769118644485,64456.41483215832,39932.15477247668,39075.95697183553,9971163262.467646
3237,6147,3,LIG,255490,6147_3,255490,609.9130692007342,1221.9875278730487,1385.6500889238555,40.75133753611717,26230.733763400713,16250.511654476288,15902.079359321353,4057795171.0509815
3238,6147,3,SUB,1624329,6147_3,1624329,3877.64486195843,7769.031191680697,8809.54880148576,259.08481486047856,166767.15935328553,103315.89238406127,101100.66407157655,25798247964.29633
3240,6155,1,SUB,2171636,6155_1,2171636,2836.563051099034,10480.724228013025,11618.44364389182,291.94737857063825,221944.48980173553,108705.15056849172,163217.01062742688,35650813545.73816
3242,6155,2,SUB,2202650,6155_2,2202650,2877.0731395608136,10630.403631562973,11784.371272265847,296.11679554428844,225114.16759613153,110257.61218716594,165547.9778648456,36159957035.39643
3246,6165,1,BIT,1461822,6165_1,1461822,2234.7878643472345,2601.4727923153264,24055.78678248207,108.57824180451271,185498.22418861272,124020.6519921166,605.516889722562,34562307721.07359
3248,6165,2,BIT,1340548,6165_2,1340548,2049.3879569297474,2385.6523905049494,22060.098192312587,99.57049825119331,170109.1332868136,113731.79291782991,555.282692067708,31694989192.16551
3250,6165,3,BIT,1500700,6165_3,1500700,2294.2233377428274,2670.660463057479,24695.564319370515,111.46594282753456,190431.65654905394,127319.05282898288,621.6209609697,35481512247.73956
3252,6166,MB1,BIT,382999,6166_MB1,382999,2000.9694039989379,4381.64987534755,3522.1953614087274,55.63704152765178,520947.55218304053,9725.016293809069,8536.363254263473,9753355585.027584
3254,6166,MB1,SUB,2961842,6166_MB1,2961842,15474.07492311735,33884.565312439816,27238.155069923287,430.2573279625879,4028638.037835402,75206.36270509333,66014.165085899,75425518637.56633
3255,6166,MB2,BIT,469325,6166_MB2,469325,2451.9775914083366,5369.251167098319,4316.080036744615,68.17734384414887,638366.4446338123,11916.984827876682,10460.415521469258,11951711649.229033
3257,6166,MB2,SUB,3263469,6166_MB2,3263469,17049.918197956158,37335.28948391665,30012.024506333382,474.0737189319143,4438905.028930194,82865.20121290338,72736.89187968627,83106675468.38081
3259,6170,1,SUB,2255508,6170_1,2255508,2950.20269682493,10911.379716287427,12076.669559013537,303.61290043025605,230467.82559408876,112953.58361843541,170036.147375838,37021908312.0
3261,6170,2,SUB,2165294,6170_2,2165294,2832.2028555069815,10474.955101644005,11593.63661583761,291.4692351453556,221249.75834797608,108435.75677297375,163235.17792710898,35541135716.0
