STATE,FACILITY_NAME,ORISPL_CODE,UNITID,OP_DATE,OP_HOUR,OP_TIME,GLOAD (MW),HG_RATE_EO (lb/GWh),HG_RATE_HI (lb/TBtu),HG_MASS (lbs),HG_MEASURE_FLG,HCL_RATE_EO (lb/MWh),HCL_RATE_HI (lb/MMBtu),HCL_MASS (lbs),HCL_MEASURE_FLG,HF_RATE_EO (lb/MWh),HF_RATE_HI (lb/MMBtu),HF_MASS (lbs),HF_MEASURE_FLG,HEAT_INPUT (mmBtu),FAC_ID,UNIT_ID,OP_DATE_TIME
CO,Rawhide Energy Station,6761,101,03-01-2015,0,1.0,304.0,0.0126,1.4173543015,0.0038304000000000003,Measured,,,,,,,,,2702.5,875,2906,2015-03-01 00:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,1,1.0,304.0,0.0107,1.2094441345,0.0032527999999999997,Measured,,,,,,,,,2689.5,875,2906,2015-03-01 01:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,2,1.0,304.0,0.0105,1.1862202237000001,0.003192,Measured,,,,,,,,,2690.9,875,2906,2015-03-01 02:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,3,1.0,304.0,0.0113,1.2710252709999998,0.0034352,Measured,,,,,,,,,2702.7,875,2906,2015-03-01 03:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,4,1.0,304.0,0.0111,1.2529333135,0.0033744,Measured,,,,,,,,,2693.2,875,2906,2015-03-01 04:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,5,1.0,304.0,0.011000000000000001,1.236960864,0.0033439999999999998,Measured,,,,,,,,,2703.4,875,2906,2015-03-01 05:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,6,1.0,304.0,0.0109,1.2295818026,0.0033135999999999994,Measured,,,,,,,,,2694.9,875,2906,2015-03-01 06:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,7,1.0,304.0,0.0108,1.218572542,0.0032832,Measured,,,,,,,,,2694.3,875,2906,2015-03-01 07:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,8,1.0,304.0,0.0111,1.2489451476,0.0033744,Measured,,,,,,,,,2701.8,875,2906,2015-03-01 08:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,9,1.0,304.0,0.0107,1.2071998515,0.0032527999999999997,Measured,,,,,,,,,2694.5,875,2906,2015-03-01 09:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,10,1.0,304.0,0.0101,1.1446039142,0.0030704,Measured,,,,,,,,,2682.5,875,2906,2015-03-01 10:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,11,1.0,304.0,0.0108,1.2096381991,0.0032832,Measured,,,,,,,,,2714.2,875,2906,2015-03-01 11:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,12,1.0,304.0,0.0112,1.2623461367,0.0034048000000000004,Measured,,,,,,,,,2697.2,875,2906,2015-03-01 12:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,13,1.0,304.0,0.0109,1.2234981353,0.0033135999999999994,Measured,,,,,,,,,2708.3,875,2906,2015-03-01 13:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,14,1.0,304.0,0.011000000000000001,1.2350421037000001,0.0033439999999999998,Measured,,,,,,,,,2707.6,875,2906,2015-03-01 14:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,15,1.0,304.0,0.0115,1.2853413728,0.003496,Measured,,,,,,,,,2719.9,875,2906,2015-03-01 15:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,16,1.0,304.0,0.0114,1.2752897884,0.0034655999999999997,Measured,,,,,,,,,2717.5,875,2906,2015-03-01 16:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,17,1.0,304.0,0.0113,1.2676950328,0.0034352,Measured,,,,,,,,,2709.8,875,2906,2015-03-01 17:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,18,1.0,304.0,0.0106,1.1813182784,0.0032224000000000003,Measured,,,,,,,,,2727.8,875,2906,2015-03-01 18:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,19,1.0,304.0,0.0111,1.2393579902,0.0033744,Measured,,,,,,,,,2722.7,875,2906,2015-03-01 19:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,20,1.0,304.0,0.0111,1.2477444165,0.0033744,Measured,,,,,,,,,2704.4,875,2906,2015-03-01 20:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,21,1.0,304.0,0.0116,1.300822605,0.0035264000000000003,Measured,,,,,,,,,2710.9,875,2906,2015-03-01 21:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,22,1.0,304.0,0.0106,1.1922450790999999,0.0032224000000000003,Measured,,,,,,,,,2702.8,875,2906,2015-03-01 22:00:00
CO,Rawhide Energy Station,6761,101,03-01-2015,23,1.0,304.0,0.0115,1.2865238831,0.003496,Measured,,,,,,,,,2717.4,875,2906,2015-03-01 23:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,0,1.0,304.0,0.0125,1.4080331999000002,0.0038,Measured,,,,,,,,,2698.8,875,2906,2015-03-02 00:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,1,1.0,304.0,0.0119,1.3329403095,0.0036176000000000003,Measured,,,,,,,,,2714.0,875,2906,2015-03-02 01:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,2,1.0,304.0,0.0111,1.2474215370000001,0.0033744,Measured,,,,,,,,,2705.1,875,2906,2015-03-02 02:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,3,1.0,304.0,0.01,1.1269276393,0.0030399999999999997,Measured,,,,,,,,,2697.6,875,2906,2015-03-02 03:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,4,1.0,304.0,0.0116,1.304817583,0.0035264000000000003,Measured,,,,,,,,,2702.6,875,2906,2015-03-02 04:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,5,1.0,304.0,0.0108,1.2209743399,0.0032832,Measured,,,,,,,,,2689.0,875,2906,2015-03-02 05:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,6,1.0,304.0,0.0109,1.2334723049,0.0033135999999999994,Measured,,,,,,,,,2686.4,875,2906,2015-03-02 06:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,7,1.0,304.0,0.0108,1.2231577378,0.0032832,Measured,,,,,,,,,2684.2,875,2906,2015-03-02 07:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,8,1.0,303.0,0.011000000000000001,1.2386190493,0.003333,Measured,,,,,,,,,2690.9,875,2906,2015-03-02 08:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,9,1.0,304.0,0.0123,1.3887980983000001,0.0037391999999999994,Measured,,,,,,,,,2692.4,875,2906,2015-03-02 09:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,10,1.0,304.0,,,,Unavailable,,,,,,,,,2673.1,875,2906,2015-03-02 10:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,11,1.0,304.0,,,,Unavailable,,,,,,,,,2668.2,875,2906,2015-03-02 11:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,12,1.0,304.0,,,,Unavailable,,,,,,,,,2675.7,875,2906,2015-03-02 12:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,13,1.0,304.0,,,,Unavailable,,,,,,,,,2679.3,875,2906,2015-03-02 13:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,14,1.0,304.0,,,,Unavailable,,,,,,,,,2656.0,875,2906,2015-03-02 14:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,15,1.0,304.0,,,,Unavailable,,,,,,,,,2671.5,875,2906,2015-03-02 15:00:00
CO,Rawhide Energy Station,6761,101,03-02-2015,16,1.0,304.0,,,,Unavailable,,,,,,,,,2671.2,875,2906,2015-03-02 16:00:00
